Symbol,Name,Sector,Token,nGram
NWLI,"National Western Life Group, Inc.",Finance,national western life group,national_western_life_group
NWN,Northwest Natural Holding Company,Public Utilities,northwest natural,northwest_natural
NWPX,Northwest Pipe Company,Basic Industries,northwest pipe,northwest_pipe
NWSA,News Corporation,Consumer Services,news corporation,news_corporation
NWY,"New York & Company, Inc.",Consumer Services,new york,new_york
NX,Quanex Building Products Corporation,Capital Goods,quanex building products,quanex_building_products
NXEO,"Nexeo Solutions, Inc.",Consumer Durables,nexeo solutions,nexeo_solutions
NXGN,"NextGen Healthcare, Inc.",Technology,nextgen healthcare,nextgen_healthcare
NXPI,NXP Semiconductors N.V.,Technology,nxp semiconductors n v,nxp_semiconductors_n_v
NXRT,"NexPoint Residential Trust, Inc.",Consumer Services,nexpoint residential trust,nexpoint_residential_trust
NXST,"Nexstar Media Group, Inc.",Consumer Services,nexstar media group,nexstar_media_group
NXTD,NXT-ID Inc.,Consumer Services,nxt id,nxt_id
NXTM,"NxStage Medical, Inc.",Health Care,nxstage medical,nxstage_medical
NYCB,"New York Community Bancorp, Inc.",Finance,new york community bancorp,new_york_community_bancorp
NYMT,"New York Mortgage Trust, Inc.",Consumer Services,new york mortgage trust,new_york_mortgage_trust
NYMX,Nymox Pharmaceutical Corporation,Health Care,nymox pharmaceutical,nymox_pharmaceutical
NYNY,"Empire Resorts, Inc.",Consumer Services,empire resorts,empire_resorts
NYRT,"New York REIT, Inc.",Consumer Services,new york reit,new_york_reit
NYT,New York Times Company (The),Consumer Services,new york times,new_york_times
O,Realty Income Corporation,Consumer Services,realty income,realty_income
OAK,"Oaktree Capital Group, LLC",Finance,oaktree capital group llc,oaktree_capital_group_llc
OAS,Oasis Petroleum Inc.,Energy,oasis petroleum,oasis_petroleum
OASM,Oasmia Pharmaceutical AB,Health Care,oasmia pharmaceutical ab,oasmia_pharmaceutical_ab
OBCI,"Ocean Bio-Chem, Inc.",Consumer Durables,ocean bio chem,ocean_bio_chem
OBE,Obsidian Energy Ltd.,Energy,obsidian energy,obsidian_energy
OBLN,"Obalon Therapeutics, Inc.",Health Care,obalon therapeutics,obalon_therapeutics
OBSV,ObsEva SA,Health Care,obseva sa,obseva_sa
OC,Owens Corning Inc,Capital Goods,owens corning,owens_corning
OCC,Optical Cable Corporation,Basic Industries,optical cable,optical_cable
OCFC,OceanFirst Financial Corp.,Finance,oceanfirst financial,oceanfirst_financial
OCLR,"Oclaro, Inc.",Technology,oclaro,oclaro
OCN,Ocwen Financial Corporation,Finance,ocwen financial,ocwen_financial
OCUL,"Ocular Therapeutix, Inc.",Health Care,ocular therapeutix,ocular_therapeutix
ODC,Oil-Dri Corporation Of America,Consumer Durables,oil dri,oil_dri
ODFL,"Old Dominion Freight Line, Inc.",Transportation,old dominion freight line,old_dominion_freight_line
ODP,"Office Depot, Inc.",Consumer Services,office depot,office_depot
OEC,Orion Engineered Carbons S.A,Basic Industries,orion engineered carbons s a,orion_engineered_carbons_s_a
OESX,"Orion Energy Systems, Inc.",Consumer Durables,orion energy systems,orion_energy_systems
OFC,Corporate Office Properties Trust,Consumer Services,corporate office properties trust,corporate_office_properties_trust
OFED,Oconee Federal Financial Corp.,Finance,oconee federal financial,oconee_federal_financial
OFG,OFG Bancorp,Finance,ofg bancorp,ofg_bancorp
OFIX,Orthofix Medical Inc. ,Health Care,orthofix medical,orthofix_medical
OFLX,"Omega Flex, Inc.",Capital Goods,omega flex,omega_flex
OGE,OGE Energy Corp,Public Utilities,oge energy,oge_energy
OGS,"ONE Gas, Inc.",Public Utilities,one gas,one_gas
OHGI,"One Horizon Group, Inc.",Public Utilities,one horizon group,one_horizon_group
OHI,"Omega Healthcare Investors, Inc.",Consumer Services,omega healthcare investors,omega_healthcare_investors
OHRP,"Ohr Pharmaceutical, Inc.",Health Care,ohr pharmaceutical,ohr_pharmaceutical
OI,"Owens-Illinois, Inc.",Consumer Durables,owens illinois,owens_illinois
OII,"Oceaneering International, Inc.",Energy,oceaneering international,oceaneering_international
OIIM,O2Micro International Limited,Technology,o2micro international,o2micro_international
OIS,"Oil States International, Inc.",Energy,oil states international,oil_states_international
OKE,"ONEOK, Inc.",Public Utilities,oneok,oneok
OKTA,"Okta, Inc.",Technology,okta inc,okta_inc
OLBK,"Old Line Bancshares, Inc.",Finance,old line bancshares,old_line_bancshares
OLED,Universal Display Corporation,Capital Goods,universal display,universal_display
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",Consumer Services,ollie 39 s bargain outlet,ollie_39_s_bargain_outlet
OLN,Olin Corporation,Basic Industries,olin corporation,olin_corporation
OLP,"One Liberty Properties, Inc.",Consumer Services,one liberty properties,one_liberty_properties
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,Transportation,grupo aeroportuario del centro norte s a b de c v,grupo_aeroportuario_del_centro_norte_s_a_b_de_c_v
OMC,Omnicom Group Inc.,Technology,omnicom group,omnicom_group
OMCL,"Omnicell, Inc.",Technology,omnicell,omnicell
OMED,"OncoMed Pharmaceuticals, Inc.",Health Care,oncomed pharmaceuticals,oncomed_pharmaceuticals
OMER,Omeros Corporation,Health Care,omeros,omeros
OMEX,"Odyssey Marine Exploration, Inc.",Consumer Services,odyssey marine exploration,odyssey_marine_exploration
OMF,"OneMain Holdings, Inc.",Finance,onemain,onemain
OMI,"Owens & Minor, Inc.",Health Care,owens minor,owens_minor
OMN,OMNOVA Solutions Inc.,Basic Industries,omnova solutions,omnova_solutions
ON,ON Semiconductor Corporation,Technology,on semiconductor,on_semiconductor
ONB,Old National Bancorp,Finance,old national bancorp,old_national_bancorp
ONCE,"Spark Therapeutics, Inc.",Health Care,spark therapeutics,spark_therapeutics
ONCS,OncoSec Medical Incorporated,Health Care,oncosec medical,oncosec_medical
ONCY,Oncolytics Biotech Inc.,Health Care,oncolytics biotech,oncolytics_biotech
ONDK,"On Deck Capital, Inc.",Finance,on deck capital,on_deck_capital
ONS,"Oncobiologics, Inc.",Health Care,oncobiologics,oncobiologics
ONTX,"Onconova Therapeutics, Inc.",Health Care,onconova therapeutics,onconova_therapeutics
ONVO,"Organovo Holdings, Inc.",Health Care,organovo,organovo
OOMA,"Ooma, Inc.",Technology,ooma inc,ooma_inc
OPGN,"OpGen, Inc.",Health Care,opgen,opgen
OPHC,"OptimumBank Holdings, Inc.",Finance,optimumbank,optimumbank
OPHT,Ophthotech Corporation,Health Care,ophthotech,ophthotech
OPK,"Opko Health, Inc.",Health Care,opko health,opko_health
OPNT,"Opiant Pharmaceuticals, Inc.",Basic Industries,opiant pharmaceuticals,opiant_pharmaceuticals
OPOF,Old Point Financial Corporation,Finance,old point financial,old_point_financial
OPRX,OptimizeRx Corporation,Miscellaneous,optimizerx,optimizerx
OPTT,"Ocean Power Technologies, Inc.",Public Utilities,ocean power technologies,ocean_power_technologies
OPY,"Oppenheimer Holdings, Inc.",Finance,oppenheimer,oppenheimer
OR,Osisko Gold Royalties Ltd,Basic Industries,osisko gold royalties,osisko_gold_royalties
ORA,"Ormat Technologies, Inc.",Public Utilities,ormat technologies,ormat_technologies
ORAN,Orange,Public Utilities,orange,orange
ORBC,ORBCOMM Inc.,Consumer Services,orbcomm,orbcomm
ORBK,Orbotech Ltd.,Capital Goods,orbotech,orbotech
ORC,"Orchid Island Capital, Inc.",Consumer Services,orchid island capital,orchid_island_capital
ORCL,Oracle Corporation,Technology,oracle,oracle
ORGS,Orgenesis Inc.,Health Care,orgenesis,orgenesis
ORI,Old Republic International Corporation,Finance,old republic international,old_republic_international
ORIG,Ocean Rig UDW Inc.,Energy,ocean rig udw,ocean_rig_udw
ORIT,Oritani Financial Corp.,Finance,oritani financial,oritani_financial
ORLY,"O&#39;Reilly Automotive, Inc.",Consumer Services,o 39 reilly automotive,o_39_reilly_automotive
ORMP,Oramed Pharmaceuticals Inc.,Health Care,oramed pharmaceuticals,oramed_pharmaceuticals
ORN,"Orion Group Holdings, Inc.",Basic Industries,orion group,orion_group
ORPN,Bioblast Pharma Ltd.,Health Care,bioblast pharma,bioblast_pharma
ORRF,Orrstown Financial Services Inc,Finance,orrstown financial services,orrstown_financial_services
OSB,Norbord Inc.,Basic Industries,norbord,norbord
OSBC,"Old Second Bancorp, Inc.",Finance,old second bancorp,old_second_bancorp
OSG,"Overseas Shipholding Group, Inc.",Transportation,overseas shipholding group,overseas_shipholding_group
OSIR,"Osiris Therapeutics, Inc.",Health Care,osiris therapeutics,osiris_therapeutics
OSIS,"OSI Systems, Inc.",Technology,osi systems,osi_systems
OSK,Oshkosh Corporation,Capital Goods,oshkosh,oshkosh
OSN,"Ossen Innovation Co., Ltd.",Basic Industries,ossen innovation,ossen_innovation
OSPN,OneSpan Inc.,Technology,onespan,onespan
OSTK,"Overstock.com, Inc.",Consumer Services,overstock com,overstock_com
OSUR,"OraSure Technologies, Inc.",Health Care,orasure technologies,orasure_technologies
OTEL,Otelco Inc.,Public Utilities,otelco,otelco
OTEX,Open Text Corporation,Technology,open text,open_text
OTIC,"Otonomy, Inc.",Health Care,otonomy,otonomy
OTIV,On Track Innovations Ltd,Technology,on track innovations,on_track_innovations
OTTR,Otter Tail Corporation,Public Utilities,otter tail,otter_tail
OTTW,"Ottawa Bancorp, Inc.",Finance,ottawa bancorp,ottawa_bancorp
OUT,OUTFRONT Media Inc.,Consumer Services,outfront media,outfront_media
OVAS,OvaScience Inc.,Health Care,ovascience,ovascience
OVBC,Ohio Valley Banc Corp.,Finance,ohio valley banc,ohio_valley_banc
OVID,Ovid Therapeutics Inc.,Health Care,ovid therapeutics,ovid_therapeutics
OVLY,Oak Valley Bancorp (CA),Finance,oak valley bancorp ca,oak_valley_bancorp_ca
OXBR,Oxbridge Re Holdings Limited,Finance,oxbridge re,oxbridge_re
OXFD,Oxford Immunotec Global PLC,Health Care,oxford immunotec global plc,oxford_immunotec_global_plc
OXM,"Oxford Industries, Inc.",Consumer Non-Durables,oxford industries,oxford_industries
OXY,Occidental Petroleum Corporation,Energy,occidental petroleum,occidental_petroleum
OZK,Bank OZK,Finance,bank ozk,bank_ozk
OZM,Och-Ziff Capital Management Group LLC,Finance,och ziff capital management group llc,och_ziff_capital_management_group_llc
P,"Pandora Media, Inc.",Consumer Services,pandora media,pandora_media
PAA,"Plains All American Pipeline, L.P.",Energy,plains all american pipeline l p,plains_all_american_pipeline_l_p
PAAS,Pan American Silver Corp.,Basic Industries,pan american silver,pan_american_silver
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",Transportation,grupo aeroportuario del pacifico s a de c v,grupo_aeroportuario_del_pacifico_s_a_de_c_v
PACB,"Pacific Biosciences of California, Inc.",Capital Goods,pacific biosciences of california,pacific_biosciences_of_california
PACW,PacWest Bancorp,Finance,pacwest bancorp,pacwest_bancorp
PAG,"Penske Automotive Group, Inc.",Consumer Durables,penske automotive group,penske_automotive_group
PAGP,"Plains Group Holdings, L.P.",Energy,plains group,plains_group
PAH,Platform Specialty Products Corporation,Basic Industries,platform specialty products,platform_specialty_products
PAHC,Phibro Animal Health Corporation,Health Care,phibro animal health,phibro_animal_health
PAM,Pampa Energia S.A.,Public Utilities,pampa energia s a,pampa_energia_s_a
PANL,Pangaea Logistics Solutions Ltd.,Transportation,pangaea logistics solutions,pangaea_logistics_solutions
PANW,"Palo Alto Networks, Inc.",Technology,palo alto networks,palo_alto_networks
PAR,PAR Technology Corporation,Miscellaneous,par technology,par_technology
PARR,"Par Pacific Holdings, Inc.",Energy,par pacific,par_pacific
PATI,"Patriot Transportation Holding, Inc.",Transportation,patriot transportation,patriot_transportation
PATK,"Patrick Industries, Inc.",Basic Industries,patrick industries,patrick_industries
PAVM,PAVmed Inc.,Health Care,pavmed,pavmed
PAYC,"Paycom Software, Inc.",Technology,paycom software,paycom_software
PAYX,"Paychex, Inc.",Consumer Services,paychex,paychex
PB,"Prosperity Bancshares, Inc.",Finance,prosperity bancshares,prosperity_bancshares
PBA,Pembina Pipeline Corp.,Energy,pembina pipeline,pembina_pipeline
PBBI,"PB Bancorp, Inc.",Finance,pb bancorp,pb_bancorp
PBCT,"People&#39;s United Financial, Inc.",Finance,people 39 s united financial,people_39_s_united_financial
PBF,PBF Energy Inc.,Energy,pbf energy,pbf_energy
PBFX,PBF Logistics LP,Energy,pbf logistics,pbf_logistics
PBH,Prestige Consumer Healthcare Inc.,Health Care,prestige consumer healthcare,prestige_consumer_healthcare
PBHC,"Pathfinder Bancorp, Inc.",Finance,pathfinder bancorp,pathfinder_bancorp
PBI,Pitney Bowes Inc.,Miscellaneous,pitney bowes,pitney_bowes
PBIP,"Prudential Bancorp, Inc.",Finance,prudential bancorp,prudential_bancorp
PBPB,Potbelly Corporation,Consumer Services,potbelly,potbelly
PBR,Petroleo Brasileiro S.A.- Petrobras,Energy,petroleo brasileiro s a petrobras,petroleo_brasileiro_s_a_petrobras
PBT,Permian Basin Royalty Trust,Energy,permian basin royalty trust,permian_basin_royalty_trust
PBYI,Puma Biotechnology Inc,Health Care,puma biotechnology,puma_biotechnology
PCAR,PACCAR Inc.,Capital Goods,paccar,paccar
PCG,Pacific Gas & Electric Co.,Public Utilities,pacific gas electric,pacific_gas_electric
PCH,PotlatchDeltic Corporation,Consumer Services,potlatchdeltic,potlatchdeltic
PCMI,"PCM, Inc.",Consumer Services,pcm inc,pcm_inc
PCOM,"Points International, Ltd.",Miscellaneous,points international,points_international
PCRX,"Pacira Pharmaceuticals, Inc.",Health Care,pacira pharmaceuticals,pacira_pharmaceuticals
PCSB,PCSB Financial Corporation,Finance,pcsb financial,pcsb_financial
PCTI,"PC-Tel, Inc.",Technology,pc tel,pc_tel
PCTY,Paylocity Holding Corporation,Technology,paylocity,paylocity
PCYG,"Park City Group, Inc.",Technology,park city group,park_city_group
PCYO,Pure Cycle Corporation,Public Utilities,pure cycle,pure_cycle
PDCE,"PDC Energy, Inc.",Energy,pdc energy,pdc_energy
PDCO,"Patterson Companies, Inc.",Health Care,patterson companies,patterson_companies
PDEX,"Pro-Dex, Inc.",Health Care,pro dex,pro_dex
PDFS,"PDF Solutions, Inc.",Technology,pdf solutions,pdf_solutions
PDLI,"PDL BioPharma, Inc.",Health Care,pdl biopharma,pdl_biopharma
PDM,"Piedmont Office Realty Trust, Inc.",Consumer Services,piedmont office realty trust,piedmont_office_realty_trust
PDS,Precision Drilling Corporation,Energy,precision drilling,precision_drilling
PDVW,"pdvWireless, Inc.",Public Utilities,pdvwireless,pdvwireless
PE,"Parsley Energy, Inc.",Energy,parsley energy,parsley_energy
PEB,Pebblebrook Hotel Trust,Consumer Services,pebblebrook hotel trust,pebblebrook_hotel_trust
PEBK,"Peoples Bancorp of North Carolina, Inc.",Finance,peoples bancorp of north carolina,peoples_bancorp_of_north_carolina
PEBO,Peoples Bancorp Inc.,Finance,peoples bancorp,peoples_bancorp
PEG,Public Service Enterprise Group Incorporated,Public Utilities,public service enterprise group,public_service_enterprise_group
PEGA,Pegasystems Inc.,Technology,pegasystems,pegasystems
PEGI,Pattern Energy Group Inc.,Public Utilities,pattern energy group,pattern_energy_group
PEI,Pennsylvania Real Estate Investment Trust,Consumer Services,pennsylvania real estate investment trust,pennsylvania_real_estate_investment_trust
PEIX,"Pacific Ethanol, Inc.",Basic Industries,pacific ethanol,pacific_ethanol
PEN,"Penumbra, Inc.",Health Care,penumbra,penumbra
PENN,"Penn National Gaming, Inc.",Consumer Services,penn national gaming,penn_national_gaming
PEP,"Pepsico, Inc.",Consumer Non-Durables,pepsico,pepsico
PER,SandRidge Permian Trust,Energy,sandridge permian trust,sandridge_permian_trust
PERI,Perion Network Ltd,Technology,perion network,perion_network
PES,Pioneer Energy Services Corp.,Energy,pioneer energy services,pioneer_energy_services
PESI,"Perma-Fix Environmental Services, Inc.",Basic Industries,perma fix environmental services,perma_fix_environmental_services
PETQ,"PetIQ, Inc.",Health Care,petiq,petiq
PETS,"PetMed Express, Inc.",Health Care,petmed express,petmed_express
PETX,"Aratana Therapeutics, Inc.",Health Care,aratana therapeutics,aratana_therapeutics
PFBI,"Premier Financial Bancorp, Inc.",Finance,premier financial bancorp,premier_financial_bancorp
PFE,"Pfizer, Inc.",Health Care,pfizer,pfizer
PFG,Principal Financial Group Inc,Finance,principal financial group,principal_financial_group
PFGC,Performance Food Group Company,Consumer Non-Durables,performance food group,performance_food_group
PFIE,"Profire Energy, Inc.",Energy,profire energy,profire_energy
PFIN,"P & F Industries, Inc.",Technology,p f industries,p_f_industries
PFIS,Peoples Financial Services Corp. ,Finance,peoples financial services,peoples_financial_services
PFMT,Performant Financial Corporation,Consumer Services,performant financial,performant_financial
PFPT,"Proofpoint, Inc.",Technology,proofpoint,proofpoint
PFS,"Provident Financial Services, Inc",Finance,provident financial services,provident_financial_services
PFSI,"PennyMac Financial Services, Inc.",Finance,pennymac financial services,pennymac_financial_services
